serial,brand,movement,case_material,bracelet_material,gender,shape,crystal,dial,bracelet_color,clasp,year
788,Mühle Glashütte,Automatic,steel,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Silver,Buckle,2023-01-01
789,Police,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Gold,Fold clasp,2024-01-01
792,Fendi,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,2024-01-01
794,Victorinox Swiss Army,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Silver,Fold clasp,2024-01-01
800,Mido,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Silver,Fold clasp,2024-01-01
802,Sector,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Silver,Fold clasp,2024-01-01
809,Van Der Bauwede,Quartz,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Steel,Double-fold clasp,2010-01-01
810,Eberhard & Co.,Automatic,steel,Leather,Men's watch/Unisex,Circular,Plexiglass,Black,Black,Buckle,2000-01-01
822,Tiffany,Quartz,steel,gold,Women's watch,Rectangular,Sapphire crystal,White,Gold,"Fold clasp, hidden",2024-01-01
826,Junghans,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Brown,Buckle,2024-01-01
830,Invicta,Automatic,steel,Other Metal,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Silver,"Fold clasp, hidden",2005-01-01
839,Wyler Vetta,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Brown,Buckle,1994-01-01
840,TAG Heuer,Quartz,steel,Steel,Women's watch,Rectangular,Plexiglass,Silver,Steel,Double-fold clasp,2004-01-01
841,Alpina,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
843,Harry Winston,Automatic,gold,Animal skin,Women's watch,Circular,Sapphire crystal,Blue,White,Buckle,2024-01-01
845,Poljot,Automatic,steel,Steel,Men's watch/Unisex,Circular,Plexiglass,Blue,Steel,Fold clasp,1980-01-01
850,Chopard,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
852,Glycine,Automatic,gold,Leather,Men's watch/Unisex,Circular,Glass,Silver,Brown,Buckle,2024-01-01
856,Ernest Borel,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Green,Steel,Fold clasp,2022-01-01
857,Breitling,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Fold clasp,2024-01-01
858,Mühle Glashütte,Automatic,steel,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Black,Blue,Buckle,2024-01-01
859,U-Boat,Quartz,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2021-01-01
864,Pulsar,Quartz,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,White,Brown,Buckle,1990-01-01
865,Pryngeps,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,1995-01-01
866,Hublot,Automatic,gold,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Black,Fold clasp,2018-01-01
867,Nauticfish,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
868,Chopard,Quartz,gold,Animal skin,Women's watch,Circular,Sapphire crystal,White,Black,Buckle,2004-01-01
871,Christopher Ward,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Steel,Buckle,2024-01-01
873,Chaumet,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Silver,"Fold clasp, hidden",2010-01-01
874,Union Glashütte,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Fold clasp,2024-01-01
877,Swiss Military,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Gold,Fold clasp,2024-01-01
883,Wempe,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Silver,Black,Buckle,2020-01-01
885,Roamer,Manual winding,gold,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Silver,Black,Buckle,1970-01-01
887,Raymond Weil,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Brown,Double-fold clasp,2024-01-01
888,Bomberg,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2021-01-01
901,Maserati,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Black,Fold clasp,2024-01-01
903,Glashütte Original,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Green,Brown,Fold clasp,2024-01-01
906,Tudor,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Gold,Fold clasp,2019-01-01
909,Versace,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Brown,Fold clasp,2024-01-01
921,Tutima,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Fold clasp,2019-01-01
925,Richard Mille,Automatic,Titanium,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,Black,Buckle,2024-01-01
940,Pequignet,Quartz,steel,Steel,Women's watch,Rectangular,Sapphire crystal,White,Silver,Jewelry clasp,2024-01-01
942,Steinhart,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2020-01-01
945,NOMOS,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Buckle,2016-01-01
946,A. Lange & Söhne,Manual winding,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Buckle,2024-01-01
947,Meistersinger,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Glass,Silver,Brown,Buckle,2024-01-01
950,Omega,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2024-01-01
952,Alpina,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Buckle,2022-01-01
953,Louis Erard,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Brown,Fold clasp,1931-01-01
954,Roger Dubuis,Automatic,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Red,Black,Buckle,2010-01-01
963,NOMOS,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Silver,Buckle,2005-01-01
964,Sevenfriday,Automatic,steel,Textile,Men's watch/Unisex,Rectangular,Sapphire crystal,White,White,Buckle,2024-01-01
972,Armand Nicolet,Automatic,steel,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,Yellow,Silver,Buckle,2024-01-01
973,KHS,Quartz,steel,Textile,Men's watch/Unisex,Circular,Mineral Glass,Black,Silver,Buckle,2024-01-01
975,Vacheron Constantin,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2023-01-01
977,Raymond Weil,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Gold,Buckle,2024-01-01
981,Zeppelin,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Blue,Silver,Fold clasp,2024-01-01
982,Lip,Quartz,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Blue,Black,Buckle,2024-01-01
992,Atlantic,Quartz,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,White,Black,Buckle,2020-01-01
995,Bulgari,Automatic,steel,gold,Men's watch/Unisex,Circular,Sapphire crystal,Brown,Gold,Fold clasp,2019-01-01
1001,Venezianico,Automatic,steel,Steel,Women's watch,Circular,Sapphire crystal,Grey,Steel,Double-fold clasp,2024-01-01
1003,Hamilton,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2022-01-01
1007,Bifora,Manual winding,gold,Animal skin,Men's watch/Unisex,Rectangular,Plastic,White,Black,Buckle,1958-01-01
1011,Bulova,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2020-01-01
1013,Baume & Mercier,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Silver,Silver,"Fold clasp, hidden",2021-01-01
1016,Bruno Söhnle,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Double-fold clasp,2012-01-01
1019,Ulysse Nardin,Automatic,Titanium,Titanium,Men's watch/Unisex,Circular,Sapphire crystal,White,Silver,Buckle,2024-01-01
1021,Louis XVI,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Silver,Fold clasp,2024-01-01
1023,Zelos,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2023-01-01
1029,NOMOS,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2024-01-01
1030,Chronographe Suisse Cie,Manual winding,gold,Leather,Men's watch/Unisex,Circular,Plexiglass,Champagne,Brown,Buckle,1950-01-01
1031,Chronoswiss,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Champagne,Black,Buckle,2024-01-01
1036,Corum,Quartz,gold,gold,Women's watch,Circular,Sapphire crystal,Gold,Gold,Jewelry clasp,2024-01-01
1037,Sector,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Black,Black,Fold clasp,2024-01-01
1048,Jacob & Co.,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Blue,Fold clasp,2024-01-01
1056,Perseo,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Plastic,White,Brown,Buckle,1970-01-01
1058,Corum,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,2022-01-01
1063,Cartier,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Brown,Steel,Fold clasp,2024-01-01
1065,Lorus,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,White,Silver,Fold clasp,2024-01-01
1067,Versace,Quartz,steel,Leather,Women's watch,Rectangular,Sapphire crystal,Gold,Blue,Double-fold clasp,2019-01-01
1068,Rotary,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Buckle,2024-01-01
1069,Bomberg,Quartz,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2021-01-01
1074,Jaquet-Droz,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Champagne,Brown,Buckle,2016-01-01
1075,Bell & Ross,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2012-01-01
1078,Festina,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Blue,Silver,Fold clasp,2024-01-01
1082,Ming,Automatic,Titanium,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Buckle,2024-01-01
1087,Steinhart,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Steel,Buckle,2020-01-01
1090,Louis Vuitton,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Buckle,2017-01-01
1091,Raymond Weil,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,White,Gold,Buckle,2024-01-01
1092,Panerai,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Green,Brown,Buckle,2021-01-01
1093,Roger Dubuis,Automatic,steel,Animal skin,Men's watch/Unisex,Rectangular,Sapphire crystal,Brown,Brown,Buckle,2024-01-01
1094,Swiss Military,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Blue,Gold,Fold clasp,2024-01-01
1096,Audemars Piguet,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
1101,Gérald Genta,Manual winding,gold,gold,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,Gold,Fold clasp,2024-01-01
1102,Gruen,Manual winding,steel,Leather,Women's watch,Rectangular,Plexiglass,Silver,Blue,Buckle,1926-01-01
1104,Police,Quartz,steel,Animal skin,Women's watch,Circular,Mineral Glass,Silver,Black,Buckle,2024-01-01
1111,Swiss Military,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
1112,Lacoste,Quartz,steel,Steel,Women's watch,Circular,Mineral Glass,Gold,Gold,Fold clasp,2024-01-01
1115,Jean Marcel,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Grey,Silver,Double-fold clasp,2024-01-01
1116,Formex,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Sapphire crystal,Red,Steel,Fold clasp,2024-01-01
1117,Gucci,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
1118,Michele,Quartz,steel,Steel,Women's watch,Rectangular,Sapphire crystal,Silver,Gold,Fold clasp,2024-01-01
1127,Maurice Lacroix,Automatic,Carbon,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2015-01-01
1129,Locman,Quartz,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2024-01-01
1131,Michele,Quartz,steel,Rubber,Women's watch,Circular,Mineral Glass,Silver,Black,Buckle,2023-01-01
1137,Ernest Borel,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Brown,Buckle,2024-01-01
1139,Cornehl,Manual winding,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Buckle,2024-01-01
1141,Chronoswiss,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2020-01-01
1145,Balmain,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,Silver,Silver,Double-fold clasp,2004-01-01
1146,Breitling,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,White,White,Fold clasp,2024-01-01
1147,B.R.M,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
1150,Chopard,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Brown,Buckle,2022-01-01
1155,Zodiac,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Black,Buckle,2024-01-01
1156,Rolex,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,1989-01-01
1158,Omega,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2024-01-01
1162,Terra Cielo Mare,Automatic,steel,Leather,Men's watch/Unisex,Rectangular,Mineral Glass,Black,Black,Buckle,2015-01-01
1166,Sector,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Silver,Silver,Fold clasp,2024-01-01
1168,Davosa,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2024-01-01
1173,Richard Mille,Automatic,Titanium,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Black,Buckle,2010-01-01
1177,Sector,Quartz,steel,Steel,Men's watch/Unisex,Circular,Mineral Glass,Black,Silver,Fold clasp,2024-01-01
1184,Michel Herbelin,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2024-01-01
1188,Armand Nicolet,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Brown,Steel,Fold clasp,2024-01-01
1190,Fortis,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Gold,Fold clasp,1997-01-01
1194,Omega,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2014-01-01
1200,Dewitt,Automatic,gold,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Double-fold clasp,2012-01-01
1201,Cuervo y Sobrinos,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Steel,Fold clasp,2024-01-01
1210,Raketa,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,White,Black,Buckle,1970-01-01
1221,Omega,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Silver,Fold clasp,2024-01-01
1222,TW Steel,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Grey,Black,Buckle,2024-01-01
1223,Lüm-Tec,Solar,Titanium,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Buckle,2022-01-01
1232,Nivada,Manual winding,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2024-01-01
1233,Perrelet,Automatic,Carbon,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Double-fold clasp,2022-01-01
1234,Police,Quartz,steel,Animal skin,Men's watch/Unisex,Circular,Mineral Glass,Grey,Black,Buckle,2024-01-01
1235,Jaeger-LeCoultre,Automatic,steel,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,Black,Black,Double-fold clasp,2000-01-01
1236,Fortis,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,White,Black,Buckle,2024-01-01
1238,Mühle Glashütte,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2024-01-01
1241,Luminox,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Silver,Fold clasp,2024-01-01
1243,Venezianico,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Double-fold clasp,2024-01-01
1247,Venezianico,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Gold,Silver,Fold clasp,2014-01-01
1251,Yema,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Black,Buckle,2024-01-01
1263,Union Glashütte,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2010-01-01
1264,IWC,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Blue,Fold clasp,2024-01-01
1265,Chanel,Automatic,Ceramic,Ceramic,Men's watch/Unisex,Circular,Sapphire crystal,White,White,Double-fold clasp,2024-01-01
1270,Ernest Borel,Manual winding,steel,Leather,Men's watch/Unisex,Rectangular,Plexiglass,Champagne,Brown,Buckle,1940-01-01
1271,DuBois et fils,Automatic,steel,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,Black,Buckle,2024-01-01
1281,Blancpain,Automatic,steel,Textile,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Buckle,2022-01-01
1291,Harry Winston,Quartz,gold,gold,Women's watch,Rectangular,Sapphire crystal,Black,Gold,Jewelry clasp,2024-01-01
1293,Spinnaker,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Silver,Fold clasp,2024-01-01
1299,Arnold & Son,Automatic,steel,Animal skin,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Black,Buckle,2024-01-01
1300,Doxa,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Silver,Fold clasp,2024-01-01
1304,Tissot,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Steel,Fold clasp,2024-01-01
1305,Cuervo y Sobrinos,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,White,Brown,"Fold clasp, hidden",2024-01-01
1306,Patek Philippe,Automatic,gold,gold,Men's watch/Unisex,Circular,Sapphire crystal,Black,Gold,Double-fold clasp,2017-01-01
1317,Versace,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Gold,Double-fold clasp,2024-01-01
1322,Richard Mille,Automatic,Titanium,Rubber,Men's watch/Unisex,Rectangular,Sapphire crystal,Blue,White,Fold clasp,2018-01-01
1332,De Grisogono,Automatic,gold,Leather,Men's watch/Unisex,Rectangular,Sapphire crystal,Brown,Brown,Double-fold clasp,2012-01-01
1333,Longines,Quartz,steel,Steel,Women's watch,Circular,Sapphire crystal,White,Silver,Fold clasp,2024-01-01
1338,Sevenfriday,Automatic,steel,Steel,Men's watch/Unisex,Rectangular,Mineral Glass,Brown,Brown,Buckle,2024-01-01
1339,Frederique Constant,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Silver,Buckle,2024-01-01
1342,Luminox,Quartz,Plastic,Rubber,Men's watch/Unisex,Rectangular,Mineral Glass,Blue,Black,Fold clasp,2024-01-01
1343,Technos,Automatic,steel,Leather,Men's watch/Unisex,Circular,Plexiglass,Brown,Brown,Buckle,1980-01-01
1345,Zeppelin,Automatic,steel,Leather,Men's watch/Unisex,Circular,Mineral Glass,Champagne,Brown,Buckle,2024-01-01
1346,Eberhard & Co.,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Black,Steel,Fold clasp,2017-01-01
1350,Formex,Automatic,Carbon,Textile,Men's watch/Unisex,Rectangular,Sapphire crystal,Grey,Black,Buckle,2024-01-01
1353,Angelus,Manual winding,gold,Animal skin,Men's watch/Unisex,Rectangular,Plastic,Gold,Black,Buckle,1950-01-01
1356,Wakmann,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Plexiglass,Black,Black,Buckle,1970-01-01
1358,Sinn,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Silver,Fold clasp,2024-01-01
1359,Bremont,Automatic,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Grey,Silver,Fold clasp,2024-01-01
1360,Alpina,Automatic,steel,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Silver,Black,Buckle,2024-01-01
1362,Angelus,Manual winding,steel,Leather,Men's watch/Unisex,Circular,Plexiglass,Black,Black,Buckle,1950-01-01
1368,Hermès,Quartz,steel,Leather,Women's watch,Circular,Sapphire crystal,Silver,Brown,Buckle,2020-01-01
1369,Festina,Quartz,steel,Silicon,Men's watch/Unisex,Circular,Mineral Glass,Black,Gold,Buckle,2024-01-01
1370,Franc Vila,Automatic,Carbon,Rubber,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2010-01-01
1373,Police,Quartz,steel,Animal skin,Women's watch,Circular,Mineral Glass,Gold,Gold,Buckle,2024-01-01
1377,Perrelet,Automatic,steel,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Blue,Double-fold clasp,2023-01-01
1378,Michel Herbelin,Quartz,steel,Steel,Men's watch/Unisex,Circular,Sapphire crystal,Blue,Silver,Fold clasp,2024-01-01
1379,Franck Muller,Automatic,gold,Leather,Men's watch/Unisex,Circular,Sapphire crystal,Black,Black,Fold clasp,2024-01-01
